source,target,boolean_expression,length
5,15,[[-5] + [-15 * 5] + [-1 * -9 * 5 * 15] + [-2 * -12 * 5 * 15 * 1] + [-2 * -12 * 5 * 15 * -1 * 9] + [-3 * -6 * 5 * 15 * 1 * 2] + [-3 * -6 * 5 * 15 * 1 * -2 * 12] + [-3 * -6 * 5 * 15 * -1 * 9 * 2] + [-3 * -6 * 5 * 15 * -1 * 9 * -2 * 12] + [-3 * -7 * 5 * 15 * 1 * 2 * 6] + [-3 * -7 * 5 * 15 * 1 * -2 * 12 * 6] + [-3 * -7 * 5 * 15 * -1 * 9 * 2 * 6] + [-3 * -7 * 5 * 15 * -1 * 9 * -2 * 12 * 6] + [-6 * -12 * 5 * 15 * 1 * 2 * 3] + [-6 * -12 * 5 * 15 * -1 * 9 * 2 * 3] + [-7 * -12 * 5 * 15 * 1 * 2 * 3 * 6] + [-7 * -12 * 5 * 15 * -1 * 9 * 2 * 3 * 6] + [0 * -9 * -14 * 5 * 15 * 1 * 2 * 3 * 6 * 7] + [0 * -9 * -14 * 5 * 15 * 1 * 2 * 3 * 6 * -7 * 12] + [0 * -9 * -14 * 5 * 15 * 1 * 2 * 3 * -6 * 12] + [0 * -9 * -14 * 5 * 15 * 1 * 2 * -3 * 6 * 7] + [0 * -9 * -14 * 5 * 15 * 1 * -2 * 12 * 3] + [0 * -9 * -14 * 5 * 15 * 1 * -2 * 12 * -3 * 6 * 7] + [0 * -12 * -14 * 5 * 15 * 1 * 2 * 3 * 6 * 7 * 9] + [0 * -12 * -14 * 5 * 15 * 1 * 2 * -3 * 6 * 7 * 9] + [0 * -12 * -14 * 5 * 15 * -1 * 9 * 2 * 3 * 6 * 7] + [0 * -12 * -14 * 5 * 15 * -1 * 9 * 2 * -3 * 6 * 7] + [0 * -14 * -16 * 5 * 15 * 1 * 2 * 3 * 6 * 7 * 9 * 12] + [0 * -14 * -16 * 5 * 15 * 1 * 2 * 3 * 6 * -7 * 12 * 9] + [0 * -14 * -16 * 5 * 15 * 1 * 2 * 3 * -6 * 12 * 9] + [0 * -14 * -16 * 5 * 15 * 1 * 2 * -3 * 6 * 7 * 9 * 12] + [0 * -14 * -16 * 5 * 15 * 1 * -2 * 12 * 3 * 9] + [0 * -14 * -16 * 5 * 15 * 1 * -2 * 12 * -3 * 6 * 7 * 9] + [0 * -14 * -16 * 5 * 15 * -1 * 9 * 2 * 3 * 6 * 7 * 12] + [0 * -14 * -16 * 5 * 15 * -1 * 9 * 2 * 3 * 6 * -7 * 12] + [0 * -14 * -16 * 5 * 15 * -1 * 9 * 2 * 3 * -6 * 12] + [0 * -14 * -16 * 5 * 15 * -1 * 9 * 2 * -3 * 6 * 7 * 12] + [0 * -14 * -16 * 5 * 15 * -1 * 9 * -2 * 12 * 3] + [0 * -14 * -16 * 5 * 15 * -1 * 9 * -2 * 12 * -3 * 6 * 7] + [-1 * -12 * -14 * 5 * 15 * 9 * 2 * 3 * 6 * 7 * 0] + [-1 * -12 * -14 * 5 * 15 * 9 * 2 * -3 * 6 * 7 * 0] + [-1 * -14 * -16 * 5 * 15 * 9 * 2 * 3 * 6 * 7 * 0 * 12] + [-1 * -14 * -16 * 5 * 15 * 9 * 2 * 3 * 6 * -7 * 12 * 0] + [-1 * -14 * -16 * 5 * 15 * 9 * 2 * 3 * -6 * 12 * 0] + [-1 * -14 * -16 * 5 * 15 * 9 * 2 * -3 * 6 * 7 * 0 * 12] + [-1 * -14 * -16 * 5 * 15 * 9 * -2 * 12 * 3 * 0] + [-1 * -14 * -16 * 5 * 15 * 9 * -2 * 12 * -3 * 6 * 7 * 0] + [-2 * -9 * -14 * 5 * 15 * 1 * 12 * 3 * 0] + [-2 * -9 * -14 * 5 * 15 * 1 * 12 * -3 * 6 * 7 * 0] + [-2 * -14 * -16 * 5 * 15 * 1 * 12 * 3 * 0 * 9] + [-2 * -14 * -16 * 5 * 15 * 1 * 12 * -3 * 6 * 7 * 0 * 9] + [-9 * -13 * -14 * 5 * 15 * 1 * 2 * 3 * 6 * 7 * 0] + [-9 * -13 * -14 * 5 * 15 * 1 * 2 * 3 * 6 * -7 * 12 * 0] + [-9 * -13 * -14 * 5 * 15 * 1 * 2 * 3 * -6 * 12 * 0] + [-9 * -13 * -14 * 5 * 15 * 1 * 2 * -3 * 6 * 7 * 0] + [-12 * -13 * -14 * 5 * 15 * 1 * 2 * 3 * 6 * 7 * 0 * 9] + [-12 * -13 * -14 * 5 * 15 * 1 * 2 * -3 * 6 * 7 * 0 * 9] + [-13 * -14 * -16 * 5 * 15 * 1 * 2 * 3 * 6 * 7 * 0 * 9 * 12] + [-13 * -14 * -16 * 5 * 15 * 1 * 2 * 3 * 6 * -7 * 12 * 0 * 9] + [-13 * -14 * -16 * 5 * 15 * 1 * 2 * 3 * -6 * 12 * 0 * 9] + [-13 * -14 * -16 * 5 * 15 * 1 * 2 * -3 * 6 * 7 * 0 * 9 * 12]],61
5,16,[[-5] + [-16 * 5] + [-1 * -9 * 5 * 16] + [-9 * -12 * 5 * 16 * 1] + [0 * -9 * -14 * 5 * 16 * 1 * 12] + [-2 * -9 * -14 * 5 * 16 * 1 * 12 * 0] + [-9 * -13 * -14 * 5 * 16 * 1 * 12 * 0 * 2]],7
6,7,[[-7]],1
6,8,[[-6] + [-8 * 6] + [-4 * -7 * 6 * 8]],3
6,9,[[-6] + [-9 * 6] + [-2 * -12 * 6 * 9] + [0 * -12 * -14 * 6 * 9 * 2] + [0 * -14 * -16 * 6 * 9 * 2 * 12] + [0 * -14 * -16 * 6 * 9 * -2 * 12] + [-1 * -12 * -14 * 6 * 9 * 2 * 0] + [-1 * -14 * -16 * 6 * 9 * 2 * 0 * 12] + [-1 * -14 * -16 * 6 * 9 * -2 * 12 * 0] + [-2 * -14 * -16 * 6 * 9 * 12 * 0 * 1] + [-5 * -12 * -14 * 6 * 9 * 2 * 0 * 1] + [-5 * -14 * -16 * 6 * 9 * 2 * 0 * 1 * 12] + [-12 * -13 * -14 * 6 * 9 * 2 * 0 * 1 * 5] + [-13 * -14 * -16 * 6 * 9 * 2 * 0 * 1 * 5 * 12]],14
6,10,[[-6] + [-10 * 6] + [-2 * -12 * 6 * 10] + [-9 * -12 * 6 * 10 * 2] + [-9 * -16 * 6 * 10 * 2 * 12] + [-9 * -16 * 6 * 10 * -2 * 12] + [-11 * -16 * 6 * 10 * 2 * 9] + [-11 * -16 * 6 * 10 * -2 * 12 * 9] + [0 * -12 * -14 * 6 * 10 * 2 * 9 * 11] + [0 * -12 * -14 * 6 * 10 * 2 * 9 * -11 * 16] + [0 * -14 * -16 * 6 * 10 * 2 * 9 * 11 * 12] + [0 * -14 * -16 * 6 * 10 * -2 * 12 * 9 * 11] + [-1 * -12 * -14 * 6 * 10 * 2 * 9 * 11 * 0] + [-1 * -12 * -14 * 6 * 10 * 2 * 9 * -11 * 16 * 0] + [-1 * -14 * -16 * 6 * 10 * 2 * 9 * 11 * 0 * 12] + [-1 * -14 * -16 * 6 * 10 * -2 * 12 * 9 * 11 * 0] + [-2 * -14 * -16 * 6 * 10 * 12 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 6 * 10 * 2 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 6 * 10 * 2 * 9 * -11 * 16 * 0 * 1] + [-5 * -14 * -16 * 6 * 10 * 2 * 9 * 11 * 0 * 1 * 12] + [-12 * -13 * -14 * 6 * 10 * 2 * 9 * 11 * 0 * 1 * 5] + [-12 * -13 * -14 * 6 * 10 * 2 * 9 * -11 * 16 * 0 * 1 * 5] + [-13 * -14 * -16 * 6 * 10 * 2 * 9 * 11 * 0 * 1 * 5 * 12]],23
6,11,[[-6] + [-11 * 6] + [-2 * -12 * 6 * 11] + [-9 * -10 * 6 * 11 * 2] + [-9 * -10 * 6 * 11 * -2 * 12] + [-9 * -12 * 6 * 11 * 2 * 10] + [-9 * -16 * 6 * 11 * 2 * 10 * 12] + [-9 * -16 * 6 * 11 * -2 * 12 * 10] + [0 * -12 * -14 * 6 * 11 * 2 * 9] + [0 * -14 * -16 * 6 * 11 * 2 * 9 * 12] + [0 * -14 * -16 * 6 * 11 * -2 * 12 * 9] + [-1 * -12 * -14 * 6 * 11 * 2 * 9 * 0] + [-1 * -14 * -16 * 6 * 11 * 2 * 9 * 0 * 12] + [-1 * -14 * -16 * 6 * 11 * -2 * 12 * 9 * 0] + [-2 * -14 * -16 * 6 * 11 * 12 * 9 * 0 * 1] + [-5 * -12 * -14 * 6 * 11 * 2 * 9 * 0 * 1] + [-5 * -14 * -16 * 6 * 11 * 2 * 9 * 0 * 1 * 12] + [-12 * -13 * -14 * 6 * 11 * 2 * 9 * 0 * 1 * 5] + [-13 * -14 * -16 * 6 * 11 * 2 * 9 * 0 * 1 * 5 * 12]],19
6,12,[[-6] + [-12 * 6]],2
6,13,[[-6] + [-13 * 6] + [-2 * -12 * 6 * 13] + [0 * -1 * -14 * 6 * 13 * 2] + [0 * -1 * -14 * 6 * 13 * -2 * 12] + [0 * -5 * -14 * 6 * 13 * 2 * 1] + [0 * -5 * -14 * 6 * 13 * -2 * 12 * 1] + [0 * -9 * -14 * 6 * 13 * 2 * 1 * 5] + [0 * -9 * -14 * 6 * 13 * -2 * 12 * 1 * 5] + [0 * -12 * -14 * 6 * 13 * 2 * 1 * 5 * 9] + [0 * -14 * -16 * 6 * 13 * 2 * 1 * 5 * 9 * 12] + [0 * -14 * -16 * 6 * 13 * -2 * 12 * 1 * 5 * 9] + [-1 * -2 * -14 * 6 * 13 * 12 * 0] + [-2 * -5 * -14 * 6 * 13 * 12 * 0 * 1] + [-2 * -9 * -14 * 6 * 13 * 12 * 0 * 1 * 5] + [-2 * -14 * -16 * 6 * 13 * 12 * 0 * 1 * 5 * 9]],16
6,14,[[-6] + [-14 * 6] + [-2 * -12 * 6 * 14]],3
6,15,[[-6] + [-15 * 6] + [-3 * -7 * 6 * 15] + [-7 * -12 * 6 * 15 * 3]],4
6,16,[[-6] + [-16 * 6] + [-2 * -12 * 6 * 16] + [-9 * -12 * 6 * 16 * 2] + [0 * -12 * -14 * 6 * 16 * 2 * 9] + [-1 * -12 * -14 * 6 * 16 * 2 * 9 * 0] + [-5 * -12 * -14 * 6 * 16 * 2 * 9 * 0 * 1] + [-12 * -13 * -14 * 6 * 16 * 2 * 9 * 0 * 1 * 5]],8
7,8,[[-8]],1
7,9,[[-7] + [-9 * 7] + [-2 * -12 * 7 * 9] + [-3 * -6 * 7 * 9 * 2] + [-3 * -6 * 7 * 9 * -2 * 12] + [-6 * -12 * 7 * 9 * 2 * 3] + [-6 * -15 * 7 * 9 * 2 * 3 * 12] + [-6 * -15 * 7 * 9 * -2 * 12 * 3] + [0 * -12 * -14 * 7 * 9 * 2 * 3 * 6] + [0 * -12 * -14 * 7 * 9 * 2 * -3 * 6] + [0 * -14 * -16 * 7 * 9 * 2 * 3 * 6 * 12] + [0 * -14 * -16 * 7 * 9 * 2 * 3 * -6 * 12 * 15] + [0 * -14 * -16 * 7 * 9 * 2 * -3 * 6 * 12] + [0 * -14 * -16 * 7 * 9 * -2 * 12 * 3 * 6] + [0 * -14 * -16 * 7 * 9 * -2 * 12 * 3 * -6 * 15] + [0 * -14 * -16 * 7 * 9 * -2 * 12 * -3 * 6] + [-1 * -12 * -14 * 7 * 9 * 2 * 3 * 6 * 0] + [-1 * -12 * -14 * 7 * 9 * 2 * -3 * 6 * 0] + [-1 * -14 * -16 * 7 * 9 * 2 * 3 * 6 * 0 * 12] + [-1 * -14 * -16 * 7 * 9 * 2 * 3 * -6 * 12 * 15 * 0] + [-1 * -14 * -16 * 7 * 9 * 2 * -3 * 6 * 0 * 12] + [-1 * -14 * -16 * 7 * 9 * -2 * 12 * 3 * 6 * 0] + [-1 * -14 * -16 * 7 * 9 * -2 * 12 * 3 * -6 * 15 * 0] + [-1 * -14 * -16 * 7 * 9 * -2 * 12 * -3 * 6 * 0] + [-2 * -14 * -16 * 7 * 9 * 12 * 3 * 6 * 0 * 1] + [-2 * -14 * -16 * 7 * 9 * 12 * 3 * -6 * 15 * 0 * 1] + [-2 * -14 * -16 * 7 * 9 * 12 * -3 * 6 * 0 * 1] + [-5 * -12 * -14 * 7 * 9 * 2 * 3 * 6 * 0 * 1] + [-5 * -12 * -14 * 7 * 9 * 2 * -3 * 6 * 0 * 1] + [-5 * -14 * -16 * 7 * 9 * 2 * 3 * 6 * 0 * 1 * 12] + [-5 * -14 * -16 * 7 * 9 * 2 * 3 * -6 * 12 * 15 * 0 * 1] + [-5 * -14 * -16 * 7 * 9 * 2 * -3 * 6 * 0 * 1 * 12] + [-12 * -13 * -14 * 7 * 9 * 2 * 3 * 6 * 0 * 1 * 5] + [-12 * -13 * -14 * 7 * 9 * 2 * -3 * 6 * 0 * 1 * 5] + [-13 * -14 * -16 * 7 * 9 * 2 * 3 * 6 * 0 * 1 * 5 * 12] + [-13 * -14 * -16 * 7 * 9 * 2 * 3 * -6 * 12 * 15 * 0 * 1 * 5] + [-13 * -14 * -16 * 7 * 9 * 2 * -3 * 6 * 0 * 1 * 5 * 12]],37
7,10,[[-7] + [-10 * 7] + [-2 * -12 * 7 * 10] + [-3 * -6 * 7 * 10 * 2] + [-3 * -6 * 7 * 10 * -2 * 12] + [-6 * -12 * 7 * 10 * 2 * 3] + [-6 * -15 * 7 * 10 * 2 * 3 * 12] + [-6 * -15 * 7 * 10 * -2 * 12 * 3] + [-9 * -12 * 7 * 10 * 2 * 3 * 6] + [-9 * -12 * 7 * 10 * 2 * -3 * 6] + [-9 * -16 * 7 * 10 * 2 * 3 * 6 * 12] + [-9 * -16 * 7 * 10 * 2 * 3 * -6 * 12 * 15] + [-9 * -16 * 7 * 10 * 2 * -3 * 6 * 12] + [-9 * -16 * 7 * 10 * -2 * 12 * 3 * 6] + [-9 * -16 * 7 * 10 * -2 * 12 * 3 * -6 * 15] + [-9 * -16 * 7 * 10 * -2 * 12 * -3 * 6] + [-11 * -16 * 7 * 10 * 2 * 3 * 6 * 9] + [-11 * -16 * 7 * 10 * 2 * 3 * -6 * 12 * 15 * 9] + [-11 * -16 * 7 * 10 * 2 * -3 * 6 * 9] + [-11 * -16 * 7 * 10 * -2 * 12 * 3 * 6 * 9] + [-11 * -16 * 7 * 10 * -2 * 12 * 3 * -6 * 15 * 9] + [-11 * -16 * 7 * 10 * -2 * 12 * -3 * 6 * 9] + [0 * -12 * -14 * 7 * 10 * 2 * 3 * 6 * 9 * 11] + [0 * -12 * -14 * 7 * 10 * 2 * 3 * 6 * 9 * -11 * 16] + [0 * -12 * -14 * 7 * 10 * 2 * -3 * 6 * 9 * 11] + [0 * -12 * -14 * 7 * 10 * 2 * -3 * 6 * 9 * -11 * 16] + [0 * -14 * -16 * 7 * 10 * 2 * 3 * 6 * 9 * 11 * 12] + [0 * -14 * -16 * 7 * 10 * 2 * 3 * -6 * 12 * 15 * 9 * 11] + [0 * -14 * -16 * 7 * 10 * 2 * -3 * 6 * 9 * 11 * 12] + [0 * -14 * -16 * 7 * 10 * -2 * 12 * 3 * 6 * 9 * 11] + [0 * -14 * -16 * 7 * 10 * -2 * 12 * 3 * -6 * 15 * 9 * 11] + [0 * -14 * -16 * 7 * 10 * -2 * 12 * -3 * 6 * 9 * 11] + [-1 * -12 * -14 * 7 * 10 * 2 * 3 * 6 * 9 * 11 * 0] + [-1 * -12 * -14 * 7 * 10 * 2 * 3 * 6 * 9 * -11 * 16 * 0] + [-1 * -12 * -14 * 7 * 10 * 2 * -3 * 6 * 9 * 11 * 0] + [-1 * -12 * -14 * 7 * 10 * 2 * -3 * 6 * 9 * -11 * 16 * 0] + [-1 * -14 * -16 * 7 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 12] + [-1 * -14 * -16 * 7 * 10 * 2 * 3 * -6 * 12 * 15 * 9 * 11 * 0] + [-1 * -14 * -16 * 7 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 12] + [-1 * -14 * -16 * 7 * 10 * -2 * 12 * 3 * 6 * 9 * 11 * 0] + [-1 * -14 * -16 * 7 * 10 * -2 * 12 * 3 * -6 * 15 * 9 * 11 * 0] + [-1 * -14 * -16 * 7 * 10 * -2 * 12 * -3 * 6 * 9 * 11 * 0] + [-2 * -14 * -16 * 7 * 10 * 12 * 3 * 6 * 9 * 11 * 0 * 1] + [-2 * -14 * -16 * 7 * 10 * 12 * 3 * -6 * 15 * 9 * 11 * 0 * 1] + [-2 * -14 * -16 * 7 * 10 * 12 * -3 * 6 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 7 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 7 * 10 * 2 * 3 * 6 * 9 * -11 * 16 * 0 * 1] + [-5 * -12 * -14 * 7 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 7 * 10 * 2 * -3 * 6 * 9 * -11 * 16 * 0 * 1] + [-5 * -14 * -16 * 7 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 1 * 12] + [-5 * -14 * -16 * 7 * 10 * 2 * 3 * -6 * 12 * 15 * 9 * 11 * 0 * 1] + [-5 * -14 * -16 * 7 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 1 * 12] + [-12 * -13 * -14 * 7 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 1 * 5] + [-12 * -13 * -14 * 7 * 10 * 2 * 3 * 6 * 9 * -11 * 16 * 0 * 1 * 5] + [-12 * -13 * -14 * 7 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 1 * 5] + [-12 * -13 * -14 * 7 * 10 * 2 * -3 * 6 * 9 * -11 * 16 * 0 * 1 * 5] + [-13 * -14 * -16 * 7 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 1 * 5 * 12] + [-13 * -14 * -16 * 7 * 10 * 2 * 3 * -6 * 12 * 15 * 9 * 11 * 0 * 1 * 5] + [-13 * -14 * -16 * 7 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 1 * 5 * 12]],59
7,11,[[-7] + [-11 * 7] + [-2 * -12 * 7 * 11] + [-3 * -6 * 7 * 11 * 2] + [-3 * -6 * 7 * 11 * -2 * 12] + [-6 * -12 * 7 * 11 * 2 * 3] + [-6 * -15 * 7 * 11 * 2 * 3 * 12] + [-6 * -15 * 7 * 11 * -2 * 12 * 3] + [-9 * -10 * 7 * 11 * 2 * 3 * 6] + [-9 * -10 * 7 * 11 * 2 * 3 * -6 * 12 * 15] + [-9 * -10 * 7 * 11 * 2 * -3 * 6] + [-9 * -10 * 7 * 11 * -2 * 12 * 3 * 6] + [-9 * -10 * 7 * 11 * -2 * 12 * 3 * -6 * 15] + [-9 * -10 * 7 * 11 * -2 * 12 * -3 * 6] + [-9 * -12 * 7 * 11 * 2 * 3 * 6 * 10] + [-9 * -12 * 7 * 11 * 2 * -3 * 6 * 10] + [-9 * -16 * 7 * 11 * 2 * 3 * 6 * 10 * 12] + [-9 * -16 * 7 * 11 * 2 * 3 * -6 * 12 * 15 * 10] + [-9 * -16 * 7 * 11 * 2 * -3 * 6 * 10 * 12] + [-9 * -16 * 7 * 11 * -2 * 12 * 3 * 6 * 10] + [-9 * -16 * 7 * 11 * -2 * 12 * 3 * -6 * 15 * 10] + [-9 * -16 * 7 * 11 * -2 * 12 * -3 * 6 * 10] + [0 * -12 * -14 * 7 * 11 * 2 * 3 * 6 * 9] + [0 * -12 * -14 * 7 * 11 * 2 * -3 * 6 * 9] + [0 * -14 * -16 * 7 * 11 * 2 * 3 * 6 * 9 * 12] + [0 * -14 * -16 * 7 * 11 * 2 * 3 * -6 * 12 * 15 * 9] + [0 * -14 * -16 * 7 * 11 * 2 * -3 * 6 * 9 * 12] + [0 * -14 * -16 * 7 * 11 * -2 * 12 * 3 * 6 * 9] + [0 * -14 * -16 * 7 * 11 * -2 * 12 * 3 * -6 * 15 * 9] + [0 * -14 * -16 * 7 * 11 * -2 * 12 * -3 * 6 * 9] + [-1 * -12 * -14 * 7 * 11 * 2 * 3 * 6 * 9 * 0] + [-1 * -12 * -14 * 7 * 11 * 2 * -3 * 6 * 9 * 0] + [-1 * -14 * -16 * 7 * 11 * 2 * 3 * 6 * 9 * 0 * 12] + [-1 * -14 * -16 * 7 * 11 * 2 * 3 * -6 * 12 * 15 * 9 * 0] + [-1 * -14 * -16 * 7 * 11 * 2 * -3 * 6 * 9 * 0 * 12] + [-1 * -14 * -16 * 7 * 11 * -2 * 12 * 3 * 6 * 9 * 0] + [-1 * -14 * -16 * 7 * 11 * -2 * 12 * 3 * -6 * 15 * 9 * 0] + [-1 * -14 * -16 * 7 * 11 * -2 * 12 * -3 * 6 * 9 * 0] + [-2 * -14 * -16 * 7 * 11 * 12 * 3 * 6 * 9 * 0 * 1] + [-2 * -14 * -16 * 7 * 11 * 12 * 3 * -6 * 15 * 9 * 0 * 1] + [-2 * -14 * -16 * 7 * 11 * 12 * -3 * 6 * 9 * 0 * 1] + [-5 * -12 * -14 * 7 * 11 * 2 * 3 * 6 * 9 * 0 * 1] + [-5 * -12 * -14 * 7 * 11 * 2 * -3 * 6 * 9 * 0 * 1] + [-5 * -14 * -16 * 7 * 11 * 2 * 3 * 6 * 9 * 0 * 1 * 12] + [-5 * -14 * -16 * 7 * 11 * 2 * 3 * -6 * 12 * 15 * 9 * 0 * 1] + [-5 * -14 * -16 * 7 * 11 * 2 * -3 * 6 * 9 * 0 * 1 * 12] + [-12 * -13 * -14 * 7 * 11 * 2 * 3 * 6 * 9 * 0 * 1 * 5] + [-12 * -13 * -14 * 7 * 11 * 2 * -3 * 6 * 9 * 0 * 1 * 5] + [-13 * -14 * -16 * 7 * 11 * 2 * 3 * 6 * 9 * 0 * 1 * 5 * 12] + [-13 * -14 * -16 * 7 * 11 * 2 * 3 * -6 * 12 * 15 * 9 * 0 * 1 * 5] + [-13 * -14 * -16 * 7 * 11 * 2 * -3 * 6 * 9 * 0 * 1 * 5 * 12]],51
7,12,[[-7] + [-12 * 7] + [-3 * -6 * 7 * 12] + [-6 * -15 * 7 * 12 * 3]],4
7,13,[[-7] + [-13 * 7] + [-2 * -12 * 7 * 13] + [-3 * -6 * 7 * 13 * 2] + [-3 * -6 * 7 * 13 * -2 * 12] + [-6 * -12 * 7 * 13 * 2 * 3] + [-6 * -15 * 7 * 13 * 2 * 3 * 12] + [-6 * -15 * 7 * 13 * -2 * 12 * 3] + [0 * -1 * -14 * 7 * 13 * 2 * 3 * 6] + [0 * -1 * -14 * 7 * 13 * 2 * 3 * -6 * 12 * 15] + [0 * -1 * -14 * 7 * 13 * 2 * -3 * 6] + [0 * -1 * -14 * 7 * 13 * -2 * 12 * 3 * 6] + [0 * -1 * -14 * 7 * 13 * -2 * 12 * 3 * -6 * 15] + [0 * -1 * -14 * 7 * 13 * -2 * 12 * -3 * 6] + [0 * -5 * -14 * 7 * 13 * 2 * 3 * 6 * 1] + [0 * -5 * -14 * 7 * 13 * 2 * 3 * -6 * 12 * 15 * 1] + [0 * -5 * -14 * 7 * 13 * 2 * -3 * 6 * 1] + [0 * -5 * -14 * 7 * 13 * -2 * 12 * 3 * 6 * 1] + [0 * -5 * -14 * 7 * 13 * -2 * 12 * 3 * -6 * 15 * 1] + [0 * -5 * -14 * 7 * 13 * -2 * 12 * -3 * 6 * 1] + [0 * -9 * -14 * 7 * 13 * 2 * 3 * 6 * 1 * 5] + [0 * -9 * -14 * 7 * 13 * 2 * 3 * -6 * 12 * 15 * 1 * 5] + [0 * -9 * -14 * 7 * 13 * 2 * -3 * 6 * 1 * 5] + [0 * -9 * -14 * 7 * 13 * -2 * 12 * 3 * 6 * 1 * 5] + [0 * -9 * -14 * 7 * 13 * -2 * 12 * 3 * -6 * 15 * 1 * 5] + [0 * -9 * -14 * 7 * 13 * -2 * 12 * -3 * 6 * 1 * 5] + [0 * -12 * -14 * 7 * 13 * 2 * 3 * 6 * 1 * 5 * 9] + [0 * -12 * -14 * 7 * 13 * 2 * -3 * 6 * 1 * 5 * 9] + [0 * -14 * -16 * 7 * 13 * 2 * 3 * 6 * 1 * 5 * 9 * 12] + [0 * -14 * -16 * 7 * 13 * 2 * 3 * -6 * 12 * 15 * 1 * 5 * 9] + [0 * -14 * -16 * 7 * 13 * 2 * -3 * 6 * 1 * 5 * 9 * 12] + [0 * -14 * -16 * 7 * 13 * -2 * 12 * 3 * 6 * 1 * 5 * 9] + [0 * -14 * -16 * 7 * 13 * -2 * 12 * 3 * -6 * 15 * 1 * 5 * 9] + [0 * -14 * -16 * 7 * 13 * -2 * 12 * -3 * 6 * 1 * 5 * 9] + [-1 * -2 * -14 * 7 * 13 * 12 * 3 * 6 * 0] + [-1 * -2 * -14 * 7 * 13 * 12 * 3 * -6 * 15 * 0] + [-1 * -2 * -14 * 7 * 13 * 12 * -3 * 6 * 0] + [-2 * -5 * -14 * 7 * 13 * 12 * 3 * 6 * 0 * 1] + [-2 * -5 * -14 * 7 * 13 * 12 * 3 * -6 * 15 * 0 * 1] + [-2 * -5 * -14 * 7 * 13 * 12 * -3 * 6 * 0 * 1] + [-2 * -9 * -14 * 7 * 13 * 12 * 3 * 6 * 0 * 1 * 5] + [-2 * -9 * -14 * 7 * 13 * 12 * 3 * -6 * 15 * 0 * 1 * 5] + [-2 * -9 * -14 * 7 * 13 * 12 * -3 * 6 * 0 * 1 * 5] + [-2 * -14 * -16 * 7 * 13 * 12 * 3 * 6 * 0 * 1 * 5 * 9] + [-2 * -14 * -16 * 7 * 13 * 12 * 3 * -6 * 15 * 0 * 1 * 5 * 9] + [-2 * -14 * -16 * 7 * 13 * 12 * -3 * 6 * 0 * 1 * 5 * 9]],46
7,14,[[-7] + [-14 * 7] + [-2 * -12 * 7 * 14] + [-3 * -6 * 7 * 14 * 2] + [-3 * -6 * 7 * 14 * -2 * 12] + [-6 * -12 * 7 * 14 * 2 * 3] + [-6 * -15 * 7 * 14 * 2 * 3 * 12] + [-6 * -15 * 7 * 14 * -2 * 12 * 3]],8
7,15,[[-7] + [-15 * 7]],2
7,16,[[-7] + [-16 * 7] + [-2 * -12 * 7 * 16] + [-3 * -6 * 7 * 16 * 2] + [-3 * -6 * 7 * 16 * -2 * 12] + [-6 * -12 * 7 * 16 * 2 * 3] + [-6 * -15 * 7 * 16 * 2 * 3 * 12] + [-6 * -15 * 7 * 16 * -2 * 12 * 3] + [-9 * -12 * 7 * 16 * 2 * 3 * 6] + [-9 * -12 * 7 * 16 * 2 * -3 * 6] + [0 * -12 * -14 * 7 * 16 * 2 * 3 * 6 * 9] + [0 * -12 * -14 * 7 * 16 * 2 * -3 * 6 * 9] + [-1 * -12 * -14 * 7 * 16 * 2 * 3 * 6 * 9 * 0] + [-1 * -12 * -14 * 7 * 16 * 2 * -3 * 6 * 9 * 0] + [-5 * -12 * -14 * 7 * 16 * 2 * 3 * 6 * 9 * 0 * 1] + [-5 * -12 * -14 * 7 * 16 * 2 * -3 * 6 * 9 * 0 * 1] + [-12 * -13 * -14 * 7 * 16 * 2 * 3 * 6 * 9 * 0 * 1 * 5] + [-12 * -13 * -14 * 7 * 16 * 2 * -3 * 6 * 9 * 0 * 1 * 5]],18
